age,job,education,channel,month,day_of_week,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,converted,vendor,lead_id,cost_per_lead,revenue_if_converted,revenue_realized
42,technician,university.degree,outbound,may,mon,228,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100193,9.75,640,0
34,blue-collar,basic.9y,outbound,may,mon,55,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100194,12.0,640,0
48,blue-collar,basic.4y,outbound,may,mon,717,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100195,27.25,640,0
37,admin.,high.school,outbound,may,mon,313,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100196,12.0,640,0
34,blue-collar,basic.9y,outbound,may,mon,289,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100197,12.0,640,0
40,admin.,basic.9y,outbound,may,mon,683,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100198,12.0,640,0
43,blue-collar,basic.6y,outbound,may,mon,1077,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100199,18.5,640,0
33,services,high.school,outbound,may,mon,146,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100200,18.5,640,0
32,services,basic.6y,outbound,may,mon,167,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100201,34.0,640,0
39,blue-collar,high.school,outbound,may,mon,356,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100202,34.0,640,0
43,admin.,unknown,outbound,may,mon,277,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100203,46.5,640,0
44,blue-collar,basic.9y,outbound,may,mon,172,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100204,27.25,640,0
35,student,university.degree,outbound,may,mon,218,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100205,46.5,640,0
35,student,university.degree,outbound,may,mon,217,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100206,46.5,640,0
35,unemployed,professional.course,outbound,may,mon,67,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100207,34.0,640,0
36,services,basic.4y,outbound,may,mon,291,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100208,46.5,640,0
35,student,university.degree,outbound,may,mon,248,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100209,46.5,640,0
36,student,basic.9y,outbound,may,mon,256,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100210,18.5,640,0
55,housemaid,university.degree,outbound,may,mon,286,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100211,9.75,640,0
59,admin.,university.degree,outbound,may,mon,477,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100212,9.75,640,0
57,retired,unknown,outbound,may,mon,611,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100213,34.0,640,0
39,blue-collar,professional.course,outbound,may,mon,471,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100214,34.0,640,0
39,housemaid,basic.4y,outbound,may,mon,381,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100215,9.75,640,0
30,blue-collar,unknown,outbound,may,mon,251,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100216,27.25,640,0
30,blue-collar,unknown,outbound,may,mon,408,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100217,27.25,640,0
50,housemaid,basic.4y,outbound,may,mon,287,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100218,18.5,640,0
40,services,high.school,outbound,may,mon,322,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100219,12.0,640,0
35,admin.,high.school,outbound,may,mon,216,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100220,27.25,640,0
43,technician,unknown,outbound,may,mon,366,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100221,34.0,640,0
36,services,basic.6y,outbound,may,mon,210,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100222,46.5,640,0
46,technician,basic.4y,outbound,may,mon,288,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100223,46.5,640,0
40,technician,basic.9y,outbound,may,mon,168,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100224,9.75,640,0
58,retired,university.degree,outbound,may,mon,132,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100225,12.0,640,0
42,technician,university.degree,outbound,may,mon,64,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100226,9.75,640,0
35,admin.,university.degree,outbound,may,mon,209,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100227,27.25,640,0
43,retired,basic.4y,outbound,may,mon,410,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100228,12.0,640,0
45,blue-collar,basic.4y,outbound,may,mon,177,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100229,27.25,640,0
39,admin.,professional.course,outbound,may,mon,580,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100230,12.0,640,0
50,services,professional.course,outbound,may,mon,165,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100231,12.0,640,0
32,management,basic.4y,outbound,may,mon,127,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100232,18.5,640,0
39,admin.,high.school,outbound,may,mon,357,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100233,12.0,640,0
52,self-employed,university.degree,outbound,may,mon,175,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100234,34.0,640,0
44,admin.,professional.course,outbound,may,mon,300,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100235,9.75,640,0
56,blue-collar,basic.4y,outbound,may,mon,136,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100236,27.25,640,0
48,admin.,high.school,outbound,may,mon,125,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100237,27.25,640,0
33,services,high.school,outbound,may,mon,189,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100238,18.5,640,0
43,management,university.degree,outbound,may,mon,213,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100239,34.0,640,0
57,retired,high.school,outbound,may,mon,238,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100240,34.0,640,0
36,technician,professional.course,outbound,may,mon,124,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100241,34.0,640,0
34,management,university.degree,outbound,may,mon,18,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100242,18.5,640,0
34,services,basic.9y,outbound,may,mon,730,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100243,9.75,640,0
30,technician,university.degree,outbound,may,mon,40,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100244,18.5,640,0
33,services,unknown,outbound,may,mon,181,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100245,18.5,640,0
32,technician,professional.course,outbound,may,mon,79,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100246,34.0,640,0
36,technician,high.school,outbound,may,mon,142,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100247,34.0,640,0
36,blue-collar,high.school,outbound,may,mon,389,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100248,34.0,640,0
33,services,high.school,outbound,may,mon,702,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100249,18.5,640,0
40,technician,professional.course,outbound,may,mon,151,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100250,9.75,640,0
41,blue-collar,basic.4y,outbound,may,mon,211,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100251,34.0,640,0
51,services,basic.6y,outbound,may,mon,117,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100252,12.0,640,0
36,technician,professional.course,outbound,may,mon,232,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100253,34.0,640,0
28,services,unknown,outbound,may,mon,408,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100254,9.75,640,0
53,services,high.school,outbound,may,mon,370,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100255,9.75,640,0
58,blue-collar,basic.9y,outbound,may,mon,179,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100256,27.25,640,0
45,management,basic.9y,outbound,may,mon,46,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100257,46.5,640,0
43,technician,unknown,outbound,may,mon,200,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100258,34.0,640,0
33,admin.,high.school,outbound,may,mon,50,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100259,12.0,640,0
33,admin.,high.school,outbound,may,mon,181,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100260,12.0,640,0
27,blue-collar,basic.6y,outbound,may,mon,119,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100261,46.5,640,0
42,technician,high.school,outbound,may,mon,361,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100262,9.75,640,0
43,admin.,basic.9y,outbound,may,mon,73,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100263,46.5,640,0
42,admin.,university.degree,outbound,may,mon,67,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100264,18.5,640,0
27,blue-collar,basic.6y,outbound,may,mon,350,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100265,46.5,640,0
34,self-employed,university.degree,outbound,may,mon,150,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100266,46.5,640,0
31,student,university.degree,outbound,may,mon,332,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100267,12.0,640,0
54,management,university.degree,outbound,may,mon,611,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100268,12.0,640,0
40,self-employed,basic.4y,outbound,may,mon,58,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100269,27.25,640,0
52,unemployed,high.school,outbound,may,mon,151,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100270,18.5,640,0
47,management,university.degree,outbound,may,mon,89,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100271,18.5,640,0
49,housemaid,basic.9y,outbound,may,mon,152,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100272,18.5,640,0
32,admin.,high.school,outbound,may,mon,611,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100273,27.25,640,0
49,housemaid,high.school,outbound,may,mon,110,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100274,18.5,640,0
50,blue-collar,basic.9y,outbound,may,mon,463,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100275,34.0,640,0
34,services,high.school,outbound,may,mon,962,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100276,9.75,640,0
55,blue-collar,basic.4y,outbound,may,mon,102,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100277,46.5,640,0
47,technician,basic.9y,outbound,may,mon,10,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100278,34.0,640,0
51,retired,professional.course,outbound,may,mon,118,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100279,12.0,640,0
47,blue-collar,basic.6y,outbound,may,mon,92,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100280,34.0,640,0
56,technician,basic.4y,outbound,may,mon,143,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100281,9.75,640,0
53,admin.,basic.9y,outbound,may,mon,189,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100282,12.0,640,0
36,blue-collar,basic.9y,outbound,may,mon,75,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100283,34.0,640,0
42,blue-collar,basic.9y,outbound,may,mon,189,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100284,12.0,640,0
44,blue-collar,basic.6y,outbound,may,mon,55,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100285,27.25,640,0
39,housemaid,basic.9y,outbound,may,mon,935,1.1,93.994,-36.4,4.857,5191.0,1,Vendor E - Fieldstone List,100286,9.75,640,640
37,admin.,high.school,outbound,may,mon,56,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100287,12.0,640,0
60,blue-collar,unknown,outbound,may,mon,5,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100288,9.75,640,0
36,services,high.school,outbound,may,mon,225,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100289,46.5,640,0
42,management,university.degree,outbound,may,mon,125,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100290,46.5,640,0
31,admin.,high.school,outbound,may,mon,286,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100291,46.5,640,0
53,technician,professional.course,outbound,may,mon,206,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100292,34.0,640,0
45,blue-collar,basic.4y,outbound,may,mon,164,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100293,27.25,640,0
37,technician,professional.course,outbound,may,mon,98,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100294,34.0,640,0
47,self-employed,professional.course,outbound,may,mon,446,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100295,9.75,640,0
49,blue-collar,high.school,outbound,may,mon,742,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100296,27.25,640,0
36,admin.,university.degree,outbound,may,mon,120,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100297,18.5,640,0
35,services,high.school,outbound,may,mon,122,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100298,34.0,640,0
38,unknown,unknown,outbound,may,mon,362,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100299,27.25,640,0
38,services,high.school,outbound,may,mon,357,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100300,27.25,640,0
50,blue-collar,high.school,outbound,may,mon,200,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100301,34.0,640,0
59,retired,professional.course,outbound,may,mon,107,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100302,34.0,640,0
43,unknown,unknown,outbound,may,mon,267,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100303,9.75,640,0
42,admin.,high.school,outbound,may,mon,248,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100304,18.5,640,0
40,admin.,basic.6y,outbound,may,mon,215,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100305,12.0,640,0
46,blue-collar,unknown,outbound,may,mon,209,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100306,18.5,640,0
57,housemaid,basic.4y,outbound,may,mon,205,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100307,46.5,640,0
42,admin.,university.degree,outbound,may,mon,261,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100308,18.5,640,0
41,blue-collar,basic.4y,outbound,may,mon,83,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100309,34.0,640,0
54,management,university.degree,outbound,may,mon,106,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100310,12.0,640,0
27,admin.,university.degree,outbound,may,mon,106,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100311,18.5,640,0
36,admin.,high.school,outbound,may,mon,108,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100312,18.5,640,0
58,blue-collar,professional.course,outbound,may,mon,214,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100313,27.25,640,0
40,management,university.degree,outbound,may,mon,358,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100314,34.0,640,0
34,admin.,basic.9y,outbound,may,mon,453,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100315,12.0,640,0
33,admin.,high.school,outbound,may,mon,364,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100316,12.0,640,0
56,retired,basic.6y,outbound,may,mon,136,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100317,9.75,640,0
42,blue-collar,basic.9y,outbound,may,mon,173,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100318,12.0,640,0
43,services,high.school,outbound,may,mon,241,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100319,18.5,640,0
54,management,basic.9y,outbound,may,mon,224,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100320,12.0,640,0
53,admin.,basic.6y,outbound,may,mon,148,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100321,12.0,640,0
42,technician,unknown,outbound,may,mon,230,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100322,9.75,640,0
40,services,basic.6y,outbound,may,mon,199,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100323,12.0,640,0
54,technician,professional.course,outbound,may,mon,196,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100324,12.0,640,0
40,housemaid,professional.course,outbound,may,mon,111,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100325,9.75,640,0
26,admin.,university.degree,outbound,may,mon,231,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100326,27.25,640,0
33,admin.,high.school,outbound,may,mon,316,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100327,12.0,640,0
35,blue-collar,basic.9y,outbound,may,mon,240,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100328,18.5,640,0
36,admin.,high.school,outbound,may,mon,669,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100329,18.5,640,0
29,services,high.school,outbound,may,mon,425,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100330,27.25,640,0
36,blue-collar,basic.9y,outbound,may,mon,121,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100331,34.0,640,0
35,management,high.school,outbound,may,mon,174,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100332,12.0,640,0
50,self-employed,university.degree,outbound,may,mon,88,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100333,34.0,640,0
46,services,high.school,outbound,may,mon,313,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100334,9.75,640,0
49,entrepreneur,high.school,outbound,may,mon,135,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100335,18.5,640,0
42,technician,professional.course,outbound,may,mon,152,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100336,9.75,640,0
36,blue-collar,high.school,outbound,may,mon,402,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100337,34.0,640,0
55,blue-collar,basic.9y,outbound,may,mon,221,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100338,46.5,640,0
41,management,university.degree,outbound,may,mon,213,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100339,34.0,640,0
57,management,professional.course,outbound,may,mon,144,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100340,46.5,640,0
32,services,high.school,outbound,may,mon,158,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100341,34.0,640,0
49,admin.,basic.9y,outbound,may,mon,220,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100342,27.25,640,0
57,unknown,unknown,outbound,may,mon,325,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100343,27.25,640,0
58,blue-collar,basic.4y,outbound,may,mon,254,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100344,27.25,640,0
52,technician,high.school,outbound,may,mon,503,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100345,18.5,640,0
50,services,professional.course,outbound,may,mon,680,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100346,12.0,640,0
41,blue-collar,basic.9y,outbound,may,mon,421,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100347,34.0,640,0
33,entrepreneur,university.degree,outbound,may,mon,130,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100348,46.5,640,0
57,blue-collar,basic.4y,outbound,may,mon,164,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100349,46.5,640,0
48,blue-collar,basic.6y,outbound,may,mon,174,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100350,27.25,640,0
55,technician,professional.course,outbound,may,mon,113,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100351,12.0,640,0
38,management,university.degree,outbound,may,mon,195,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100352,18.5,640,0
38,services,high.school,outbound,may,mon,347,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100353,27.25,640,0
53,admin.,university.degree,outbound,may,mon,208,1.1,93.994,-36.4,4.857,5191.0,0,Vendor C - Apex Data Group,100354,12.0,640,0
43,unemployed,university.degree,outbound,may,mon,404,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100355,34.0,640,0
36,blue-collar,high.school,outbound,may,mon,396,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100356,34.0,640,0
32,blue-collar,basic.9y,outbound,may,mon,98,1.1,93.994,-36.4,4.857,5191.0,0,Vendor F - Summit Outreach,100357,27.25,640,0
33,services,basic.4y,outbound,may,mon,229,1.1,93.994,-36.4,4.857,5191.0,0,Vendor A - Meridian Leads,100358,18.5,640,0
58,entrepreneur,basic.4y,outbound,may,mon,350,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100359,34.0,640,0
40,unemployed,high.school,outbound,may,tue,88,1.1,93.994,-36.4,4.857,5191.0,0,Vendor B - Coastal Direct,100360,34.0,640,0
57,management,university.degree,outbound,may,tue,379,1.1,93.994,-36.4,4.857,5191.0,0,Vendor D - Northbridge Mktg,100361,46.5,640,0
45,technician,high.school,outbound,may,tue,168,1.1,93.994,-36.4,4.857,5191.0,0,Vendor E - Fieldstone List,100362,9.75,640,0
